"title","date","link"
"The EU practises censorship and war propaganda against Russia","06.02.2020","https://euvsdisinfo.eu/report/the-eu-practises-censorship-and-war-propaganda-against-russia/"
"Media spreading panic about coronavirus to divert attention from unpopular issues like Brexit","06.02.2020","https://euvsdisinfo.eu/report/media-spread-panic-coronavirus-divert-attention-impopular-issues-brexit/"
"There is a Western pressure campaign against Russian media","06.02.2020","https://euvsdisinfo.eu/report/western-pressure-campaign-russian-media-falsely-accused-interfering-us-france-elections/"
"Ukrainian private armies will fight in Donbas","06.02.2020","https://euvsdisinfo.eu/report/ukrainian-private-armies-will-fight-in-donbas/"
"Crimea regained its Russian identity at the will of its population","05.02.2020","https://euvsdisinfo.eu/report/crimea-regained-its-russian-identity-at-the-will-of-its-population/"
"All information stuffing in Poland is aimed at creating anti-Russian sentiments","05.02.2020","https://euvsdisinfo.eu/report/all-information-stuffing-in-poland-is-aimed-at-creating-anti-russian-sentiments-and-russophobic-in-nature/"
"Poland seeks to be the main US outpost in its aggressive policy towards Russia","05.02.2020","https://euvsdisinfo.eu/report/poland-seeks-to-be-the-main-us-outpost-in-its-aggressive-policy-towards-russia/"
"Pompeo: Crimea is lost","05.02.2020","https://euvsdisinfo.eu/report/pompeo-crimea-is-lost/"
"""Maidan"" was conceived by Washington for the sole purpose of deploying its military facilities in Crimea","05.02.2020","https://euvsdisinfo.eu/report/maidan-was-conceived-in-washington-for-the-sole-purpose-of-deploying-its-military-facilities-in-crimea/"
"Poland is not perceived as a country with an independent foreign policy","05.02.2020","https://euvsdisinfo.eu/report/poland-is-not-perceived-as-a-country-which-has-independent-foreign-policy/"
"US recognised Crimea as Russian","05.02.2020","https://euvsdisinfo.eu/report/us-recognised-crimea-as-russian/"
"The Defender Europe 2020 exercises are intended to exert pressure on the Kaliningrad region","05.02.2020","https://euvsdisinfo.eu/report/the-defender-europe-2020-exercises-are-intended-to-exert-pressure-on-the-kaliningrad-region/"
"There is an agreement between EU countries and the US to pass the 'deal of the century'","05.02.2020","https://euvsdisinfo.eu/report/there-is-an-agreement-between-eu-countries-and-the-us-to-pass-the-deal-of-the-century/"
"There is a total censorship in Swedish media","04.02.2020","https://euvsdisinfo.eu/report/there-is-total-censorship-in-swedish-media/"
"US is behind the spread of coronavirus","04.02.2020","https://euvsdisinfo.eu/report/us-behind-the-spread-of-coronavirus/"
"The US stands behind the pressure upon the Serbian church of Montenegro","04.02.2020","https://euvsdisinfo.eu/report/the-us-stands-behind-the-pressure-upon-the-serbian-church-of-montenegro/"
"There is no one to fight the coronavirus in Ukraine, the epidemiological system is destroyed","04.02.2020","https://euvsdisinfo.eu/report/there-is-no-one-to-fight-the-coronavirus-in-ukraine-the-epidemiological-system-is-destroyed/"
"Poland was an ally of Hitler, Stalin decided not to focus on its pre-war sins","04.02.2020","https://euvsdisinfo.eu/report/poland-was-an-ally-of-hitler-stalin-decided-not-to-focus-on-its-pre-war-sins/"
"The German-Polish Non-Aggression Pact of 1934 contained a secret protocol assuming the partition of the USSR","04.02.2020","https://euvsdisinfo.eu/report/the-german-polish-non-aggression-pact-of-1934-contained-a-secret-protocol-assuming-the-partition-of-the-ussr/"
"Europe signed alliances with Hitler, but it speaks only about the Molotov-Ribbentrop Pact","04.02.2020","https://euvsdisinfo.eu/report/europe-signed-alliances-with-hitler-but-it-speaks-only-about-the-molotov-ribbentrop-pact/"
"It is historically unfair that Russia was presented at the Auschwitz ceremony only at the ambassador's level","04.02.2020","https://euvsdisinfo.eu/report/it-is-historically-unfair-that-the-russian-delegation-at-the-auschwitz-ceremony-was-presented-only-on-the-level-of-ambassador/"
"Drawing attention to the Molotov-Ribbentrop Pact is a distortion of the truth","04.02.2020","https://euvsdisinfo.eu/report/drawing-attention-to-the-molotov-ribbentrop-pact-is-a-mistake-and-the-distortion-of-the-truth/"
"The US may be deliberately spreading panic about coronavirus to isolate China","04.02.2020","https://euvsdisinfo.eu/report/the-us-may-be-deliberately-spreading-panic-about-coronavirus-to-isolate-china/"
"Mike Pompeo: Ukraine has lost Crimea forever","04.02.2020","https://euvsdisinfo.eu/report/mike-pompeo-ukraine-has-lost-crimea-forever/"
"Coronavirus is the West's revenge for China refusing to become hostile towards Russia","04.02.2020","https://euvsdisinfo.eu/report/coronavirus-is-the-wests-revenge-for-china-refusing-to-become-hostile-towards-russia/"
"Terrorists and the White Helmets plan false flag attacks in Syria","04.02.2020","https://euvsdisinfo.eu/report/no-disproof-terrorists-and-the-white-helmets-plan-false-flag-attacks-in-syria/"
"Europe not prepared to admit that Poland and others colluded with Nazi Germany","04.02.2020","https://euvsdisinfo.eu/report/europe-is-not-yet-prepared-to-admit-that-several-european-countries-including-poland-colluded-with-nazi-germany/"
"White Helmets preparing false flag chemical attack in Syria's Idlib","04.02.2020","https://euvsdisinfo.eu/report/white-helmets-preparing-false-flag-chemical-attack-in-syrias-idlib/"
"Wuhan coronavirus is a biological weapon and the WHO knows it","04.02.2020","https://euvsdisinfo.eu/report/coronavirus-biological-weapon-world-health-organisation-knows-it/"
"Military exercise Defender Europe 2020 is an act of war against Russia","04.02.2020","https://euvsdisinfo.eu/report/military-exercise-defender-europe-2020-war-against-russia/"
"There is an information war on Russia to counter the influence of its media outlets","04.02.2020","https://euvsdisinfo.eu/report/information-war-russia-counter-media-outlets/"
"White Helmets fabricated a video implicating Syrian forces","04.02.2020","https://euvsdisinfo.eu/report/white-helmets-fabricated-a-video-implicating-syrian-forces/"
"Anti-Semitism flourishes in Ukraine","03.02.2020","https://euvsdisinfo.eu/report/in-ukraine-flourish-antisemitism/"
"Ukraine is sold in parts to the West","03.02.2020","https://euvsdisinfo.eu/report/ukraine-is-sold-in-parts-to-the-west/"
"Stalin never cooperated with Hitler","03.02.2020","https://euvsdisinfo.eu/report/stalin-never-cooperated-with-hitler/"
"The USA is to blame for the coronavirus in China","03.02.2020","https://euvsdisinfo.eu/report/the-us-is-to-blame-for-the-coronavirus-in-china/"
"When it comes to Russia, Europe does not adhere to values","03.02.2020","https://euvsdisinfo.eu/report/when-it-comes-to-russia-europe-does-not-adhere-to-values/"
"Bill Gates is sponsoring the coronavirus","03.02.2020","https://euvsdisinfo.eu/report/bill-gates-is-sponsoring-the-coronavirus/"
"Coronavirus: A Wuhan laboratory sponsored by Soros, virus affects only Mongoloid race","03.02.2020","https://euvsdisinfo.eu/report/coronavirus-a-wuhan-laboratory-sponsored-by-soros-has-the-signs-of-apocalypse/"
"Tartu Peace Treaty is null and void","03.02.2020","https://euvsdisinfo.eu/report/tartu-peace-treaty-is-null-and-void/"
"Coronavirus specially manufactured to target Asians","03.02.2020","https://euvsdisinfo.eu/report/coronavirus-specially-manufactured-to-target-asians/"
"An acute political Ukrainian crisis brought back Crimea to Russia","03.02.2020","https://euvsdisinfo.eu/report/an-acute-political-ukrainian-crisis-brought-back-crimea-to-russia/"
"Crimean people voted democratically and legitimately to reunite with Russia","03.02.2020","https://euvsdisinfo.eu/report/crimean-people-voted-democratically-and-legitimately-to-reunite-with-russia/"
"PACE manifests double standards","03.02.2020","https://euvsdisinfo.eu/report/pace-manifests-double-standards/"
"Polexit can take place only as a result of the command from Donald Trump","03.02.2020","https://euvsdisinfo.eu/report/polexit-can-take-place-only-as-a-result-of-the-command-from-donald-trump/"
"The US wants to destroy Belarusian economy and statehood","03.02.2020","https://euvsdisinfo.eu/report/the-us-wants-to-destroy-belarusian-economy-and-statehood/"
"Only Ukraine reacts hysterically to the football championship between unrecognised republics","03.02.2020","https://euvsdisinfo.eu/report/its-only-ukraine-aggressively-reacts-to-the-championship-between-unrecognised-republics/"
"The US plans to turn Belarus into its colony, a coup and foreign military invasion may happen","03.02.2020","https://euvsdisinfo.eu/report/the-us-plans-to-turn-belarus-into-its-colony-a-coup-and-foreign-military-invasion-may-happen/"
"The US Defender 2020 military manoeuvre is explicitly directed against Russia","02.02.2020","https://euvsdisinfo.eu/report/the-us-defender-2020-military-manoeuvre-is-explicitly-directed-against-russia/"
"US officials loot their colonies including Ukraine","02.02.2020","https://euvsdisinfo.eu/report/us-officials-loot-its-colonies-including-ukraine/"
"Crimea never belonged to Ukraine","01.02.2020","https://euvsdisinfo.eu/report/crimea-never-belonged-to-ukraine/"
"Coronavirus is a US provocation against China","01.02.2020","https://euvsdisinfo.eu/report/coronavirus-is-a-us-provocation-against-china/"
"Coronavirus: A North American epidemic","01.02.2020","https://euvsdisinfo.eu/report/coronavirus-a-north-american-epidemic/"
"Europe has always been trying to weaken Russia","01.02.2020","https://euvsdisinfo.eu/report/europe-has-always-been-trying-to-weaken-russia/"
"The US owns the coronavirus and its cure","01.02.2020","https://euvsdisinfo.eu/report/us-owns-the-coronavirus-and-its-cure/"
"Russia is not a party of Minsk Agreements and the internal Ukrainian conflict","31.01.2020","https://euvsdisinfo.eu/report/russia-is-not-the-party-of-minsk-agreements-and-the-internal-ukrainian-conflict/"
"Emergence of coronavirus is not accidental and has economic goals","31.01.2020","https://euvsdisinfo.eu/report/emergence-of-coronavirus-is-not-accidental-and-had-economical-goals/"
"Russian-language media are an example of objective reporting on WWII events","31.01.2020","https://euvsdisinfo.eu/report/russian-media-example-objective-reporting-wwii-events/"
"The coronavirus is an American biological weapon","31.01.2020","https://euvsdisinfo.eu/report/the-coronavirus-is-an-american-biological-weapon/"
"The US tried to organize a colour revolution in Belarus against Russia","31.01.2020","https://euvsdisinfo.eu/report/the-us-tried-to-organize-colour-revolution-in-belarus-and-attempt-to-use-it-against-russia/"
"Poland lies about the Molotov-Ribbentrop pact","31.01.2020","https://euvsdisinfo.eu/report/poland-lies-about-the-molotov-ribbentrop-pact/"
"PACE is rude to Russia","31.01.2020","https://euvsdisinfo.eu/report/pace-is-rude-to-russia/"
"Science doubts the effectiveness of vaccines","31.01.2020","https://euvsdisinfo.eu/report/science-doubts-the-effectiveness-of-vaccines/"
"The MH17 disaster was carefully planned by Ukraine and Western intelligence agencies","30.01.2020","https://euvsdisinfo.eu/report/the-mh17-disaster-was-carefully-planned-by-ukraine-and-western-intelligence-agencies/"
"US and NATO actions are escalating tensions in Caucasus","30.01.2020","https://euvsdisinfo.eu/report/nato-is-committed-to-extensive-military-activity-in-caucasus/"
"The US is testing biological weapons in China","30.01.2020","https://euvsdisinfo.eu/report/us-is-testing-biological-weapons-in-china/"
"Ukraine is a Russophobic, Nazi state, controlled by the US","30.01.2020","https://euvsdisinfo.eu/report/ukraine-is-a-russophobic-state-with-nazis-controlled-by-the-us/"
"Baba Vanga predicted the coronavirus","30.01.2020","https://euvsdisinfo.eu/report/baba-vanga-predicted-the-coronavirus/"
"Ukraine has to return to the historical lands of the Ukrainian People's Republic","30.01.2020","https://euvsdisinfo.eu/report/ukraine-has-to-return-to-the-historical-lands-of-the-ukrainian-peoples-republic/"
"Russia has found a way to treat coronavirus","30.01.2020","https://euvsdisinfo.eu/report/russia-has-found-a-way-to-treat-coronavirus/"
"The coronavirus is man-made and tailored to Chinese DNA","30.01.2020","https://euvsdisinfo.eu/report/the-coronavirus-is-man-made-and-tailored-to-chinese-dna/"
"US veto on Nigerians is part of a plot to prevent the emergence of the first African superpower","30.01.2020","https://euvsdisinfo.eu/report/us-veto-migeria-plot-prevent-emergence-first-african-superpower/"
"The White Helmets are preparing a false flag chemical attack in Syria","29.01.2020","https://euvsdisinfo.eu/report/tfs-pls-have-a-look-the-white-helmets-are-preparing-a-false-flag-chemical-attack-in-syria/"
"Big Pharma spread false rumours about the coronavirus to forward their business interests","29.01.2020","https://euvsdisinfo.eu/report/big-pharma-spread-false-rumours-on-the-coronavirus-to-forward-their-business-interests/"
"UK and US only saw Hitler as the enemy of the USSR","29.01.2020","https://euvsdisinfo.eu/report/uk-us-only-view-hitler-as-the-enemy-of-the-ussr/"
"The German-Polish Non-Aggression Pact of 1934 assumed the partition of the USSR","29.01.2020","https://euvsdisinfo.eu/report/the-german-polish-non-aggression-pact-of-1934-assumed-the-partition-of-the-ussr/"
"Moldovan ""Party of Action and Solidarity” is a political branch of the Soros Foundation in Moldova","29.01.2020","https://euvsdisinfo.eu/report/the-action-and-solidarity-party-is-a-political-branch-of-the-soros-foundation-in-moldova/"
"Zelenskyy falsifying history by claiming USSR had role in starting WWII","29.01.2020","https://euvsdisinfo.eu/report/zelenskyy-falsifying-history-by-claiming-ussr-had-role-in-starting-wwii/"
"Moscow lost PACE voting rights due to Crimea's reunification with Russia","29.01.2020","https://euvsdisinfo.eu/report/moscow-lost-pace-voting-rights-due-to-situation-in-ukraine-crimeas-reunification-with-russia/"
"Poland and Nazi Germany were in close alliance","29.01.2020","https://euvsdisinfo.eu/report/poland-and-nazi-germany-were-in-close-alliance/"
"The coronavirus is part of a US war against Russia and China","29.01.2020","https://euvsdisinfo.eu/report/the-coronavirus-is-part-of-a-us-war-against-russia-and-china/"
"Moscow has not intervened in the European Union or other countries","29.01.2020","https://euvsdisinfo.eu/report/moscow-has-not-intervened-and-will-not-interfere-in-elections-and-other-internal-political-processes-in-the-european-union/"
"The West along with Nazi fighters are controlling the situation in Ukraine","29.01.2020","https://euvsdisinfo.eu/report/the-west-along-with-nazi-fighters-are-controlling-the-situation-in-ukraine/"
"Child Rights’ Code and UNICEF encourage drug and alcohol use among teens","29.01.2020","https://euvsdisinfo.eu/report/child-rights-code-and-unicef-encourage-drug-and-alcohol-use-among-teens/"
"US is a dictator that issues orders and needs a second Ukraine in Georgia","29.01.2020","https://euvsdisinfo.eu/report/us-is-a-dictator-that-issues-orders-and-needs-a-second-ukraine-in-georgia/"
"RT watched more than CNN and BBC on Youtube","29.01.2020","https://euvsdisinfo.eu/report/rt-watched-more-than-cnn-and-bbc-on-youtube/"
"Pro-Western development would mean the end of Belarus","29.01.2020","https://euvsdisinfo.eu/report/pro-western-development-would-mean-the-end-of-belarus/"
"The coronavirus is a biological weapon created by the UK","28.01.2020","https://euvsdisinfo.eu/report/the-coronavirus-is-a-biological-weapon-created-by-the-uk/"
"Coronavirus targets exclusively one race","28.01.2020","https://euvsdisinfo.eu/report/coronavirus-a-racial-bomb-that-affects-exclusively-mongoloids/"
"There is no freedom of speech in Estonia, but an absolute censorship","28.01.2020","https://euvsdisinfo.eu/report/there-is-no-freedom-of-speech-in-estonia-but-an-absolute-censorship/"
"Mainstream media cover the coronavirus outbreak in an apocalyptic way to defame China","28.01.2020","https://euvsdisinfo.eu/report/mainstream-media-cover-the-coronavirus-outbreak-in-an-apocalyptic-way-to-defame-china/"
"Monuments to Soviet soldiers are massively demolished and damaged in Ukraine, Poland and Baltic countries","28.01.2020","https://euvsdisinfo.eu/report/monuments-to-soviet-soldiers-are-massively-demolished-and-damaged-in-ukraine-poland-and-baltic-countries/"
"Calling German-Soviet non-aggression pact as Ribbentrop-Molotov pact is re-writing history","28.01.2020","https://euvsdisinfo.eu/report/calling-the-german-soviet-non-aggression-pact-as-the-ribbentrop-molotov-pact-or-the-hitler-stalin-pact-is-a-re-writing-of-history/"
"Russian journalists are being repressed in Latvia, Lithuania, Estonia, Poland, Germany, France and the UK","28.01.2020","https://euvsdisinfo.eu/report/russian-journalists-are-being-repressed-in-latvia-lithuania-estonia-poland-germany-france-and-the-uk/"
"Poland wants to use Ukraine for an image attack at Russia","28.01.2020","https://euvsdisinfo.eu/report/poland-wants-to-use-ukraine-for-an-image-attack-at-russia/"
"White Helmets have arrived in Idlib province to conduct a false flag attack","28.01.2020","https://euvsdisinfo.eu/report/white-helmets-have-arrived-in-idlib-province-to-conduct-a-false-flag-attack/"
"The coronavirus was stolen from Canada by Chinese spies","28.01.2020","https://euvsdisinfo.eu/report/the-coronavirus-was-stolen-from-canada-by-chinese-spies/"
"Ukraine and Poland gained the greatest benefits from the results of World War II","28.01.2020","https://euvsdisinfo.eu/report/ukraine-and-poland-gained-the-greatest-benefits-from-the-result-of-world-war-ii/"
"Coronavirus is a Western tool to attack Chinese economy","28.01.2020","https://euvsdisinfo.eu/report/coronavirus-is-a-western-tool-to-attack-chinese-economy/"
"Big Pharma profits from coronavirus panic","27.01.2020","https://euvsdisinfo.eu/report/big-pharma-profits-from-corona-virus-panic/"
"The China coronavirus looks like a US set up","27.01.2020","https://euvsdisinfo.eu/report/the-china-coronavirus-looks-like-a-us-provocation/"
"US technology is behind the outbreak of the corona virus - it's just business","27.01.2020","https://euvsdisinfo.eu/report/106944-2/"
"Coronavirus might be US bacteriological weapon against China","27.01.2020","https://euvsdisinfo.eu/report/coronavirus-might-be-us-bacteriological-weapon-against-china/"
"Auschwitz was modeled on Polish example","27.01.2020","https://euvsdisinfo.eu/report/auschwitz-was-modeled-on-polish-concentration-camps/"
"France and Britain gained financially from the concentration camps","27.01.2020","https://euvsdisinfo.eu/report/france-and-britain-gained-financially-from-the-concentration-camps/"
"Polish Home Army was cooperating with the Nazis and got rich from the concentration camps","27.01.2020","https://euvsdisinfo.eu/report/polish-home-army-was-cooperating-with-the-nazis-and-got-rich-from-the-concentration-camps/"
"ISIS has been a useful tool of Israel and the US to keep Syria in chaos","27.01.2020","https://euvsdisinfo.eu/report/tfs-pls-check-isis-has-been-a-useful-tool-of-israel-and-the-us-to-keep-syria-in-chaos/"
"US and its allies enforce suppression of truth","27.01.2020","https://euvsdisinfo.eu/report/without-enforced-suppression-of-truth-us-and-its-allies-could-not-have-hidden-the-lies-about-the-coup-against-ukraine/"
"Greta Thunberg is part of a scheme to enrich a handful of financial giants","27.01.2020","https://euvsdisinfo.eu/report/greta-thunberg-is-part-of-a-scheme-to-enrich-a-handful-of-financial-giants/"
"The anti-Orthodox policy of Montenegro's authorities is inspired by the US","27.01.2020","https://euvsdisinfo.eu/report/wb-pls-have-a-look-the-anti-orthodox-policy-of-montenegros-authorities-is-inspired-by-the-us/"
"Expert: The coronavirus will kill Ukraine in days","27.01.2020","https://euvsdisinfo.eu/report/expert-the-coronavirus-will-kill-ukraine-in-days/"
"Poland did not invite President Putin for the commemorations of the 75th Anniversary of the Auschwitz liberation","27.01.2020","https://euvsdisinfo.eu/report/dmitry-peskov-poland-did-not-invite-president-putin-for-the-commemorations-of-the-75th-anniversary-of-the-auschwitz-liberation/"
"White Helmets preparing new provocations to implicate Assad in chemical attacks","27.01.2020","https://euvsdisinfo.eu/report/white-helmets-preparing-new-provocations-to-implicate-assad-in-chemical-attacks/"
"Syrian rebels and the White Helmets are preparing a chemical provocation in Syria","27.01.2020","https://euvsdisinfo.eu/report/syrian-rebels-and-the-white-helmets-are-preparing-a-chemical-provocation-in-syria/"
"Baltic States ignored the commemoration of the 75th anniversary of liberation of Auschwitz","26.01.2020","https://euvsdisinfo.eu/report/baltic-states-ignored-the-commemoration-of-the-75th-anniversary-of-liberation-of-auschwitz/"
"Poland's government throws itself into disgusting Holocaust revisionism","26.01.2020","https://euvsdisinfo.eu/report/polands-government-throws-itself-into-disgusting-holocaust-revisionism/"
"Crimea was returned to Russia","26.01.2020","https://euvsdisinfo.eu/report/crimea-was-restored-to-russia/"
"Crimea became part of Russia following a referendum held after the coup in Kiev","26.01.2020","https://euvsdisinfo.eu/report/crimea-became-part-of-russia-by-a-referendum-held-after-the-coup-in-kiev/"
"112 000 deaths in China due to coronavirus","26.01.2020","https://euvsdisinfo.eu/report/in-china-thousands-of-deaths-due-to-the-new-coronavirus/"
"Soros's movements have led to hundreds of thousands of deaths around the world","25.01.2020","https://euvsdisinfo.eu/report/soross-movements-have-led-to-hundreds-of-thousands-of-deaths-around-the-world/"
"Baltic States laugh at the memory of millions who perished in Holocaust","25.01.2020","https://euvsdisinfo.eu/report/baltic-states-laugh-at-the-memory-of-millions-who-perished-in-holocaust/"
"US vassals question the outcome and results of the WWII","25.01.2020","https://euvsdisinfo.eu/report/us-vassals-questions-the-outcome-and-results-of-the-ww2/"
"""Thunberg kids"" are twisting facts: man has nothing to do with climate change","25.01.2020","https://euvsdisinfo.eu/report/thunberg-kids-are-twisting-facts-man-has-nothing-to-do-with-climate-change/"
"The Chinese coronavirus is a US provocation","25.01.2020","https://euvsdisinfo.eu/report/the-china-coronavirus-is-a-us-provocation/"
"Coronavirus might be a biological weapon","25.01.2020","https://euvsdisinfo.eu/report/coronavirus-might-be-a-biological-weapon/"
"The foreign agents' network has occupied Armenia","25.01.2020","https://euvsdisinfo.eu/report/the-foreign-agents-network-has-occupied-armenia/"
"The coronavirus came from the US biological laboratories to kill a large number of people","25.01.2020","https://euvsdisinfo.eu/report/coronavirus-a-development-from-the-biological-laboratories-of-the-pentagon-to-kill-large-number-of-people/"
"Poland, Baltic states and Ukraine are Russophobic and anti-Semitic","24.01.2020","https://euvsdisinfo.eu/report/poland-baltic-states-and-ukraine-are-russophobic-and-anti-semitic/"
"OPCW is controlled by Americans","24.01.2020","https://euvsdisinfo.eu/report/opcw-is-controlled-by-americans/"
"The European Parliament resolution on the Molotov-Ribbentrop Pact is aimed at the demonisation of Russia","24.01.2020","https://euvsdisinfo.eu/report/the-eu-parliament-resolution-on-the-molotov-ribbentrop-pact-is-aimed-at-the-demonization-of-russia/"
"Ruthless Poland is not open for any civilized discussion on historical issues","24.01.2020","https://euvsdisinfo.eu/report/poland-is-not-open-for-any-civilized-discussion-on-historical-issues/"
"Zelenskyy prevented from speaking in Israel because Ukraine elevates Nazis to the rank of heroes","24.01.2020","https://euvsdisinfo.eu/report/volodymyr-zelensky-prevented-from-speaking-an-event-dedicated-to-the-memory-of-the-victims-of-the-fascists-because-in-ukraine-nazis-are-elevated-to-the-rank-of-heroes/"
"Poland, the Baltic States and Ukraine are infected by Russophobia","24.01.2020","https://euvsdisinfo.eu/report/poland-the-baltic-states-and-ukraine-are-infected-by-russophobia/"
"CIA reveals that the ‘Hero of Ukraine’ Stepan Bandera worked for Hitler","24.01.2020","https://euvsdisinfo.eu/report/cia-reveals-stepan-bandera-worked-for-hitler-hero-ukraine/"
"Russophobia is thriving in today's world","24.01.2020","https://euvsdisinfo.eu/report/russophobia-is-thriving-in-todays-world/"
"China is preparing to resist a US attack of mass destruction","24.01.2020","https://euvsdisinfo.eu/report/coronavirus-china-is-preparing-to-resist-a-us-attack-of-mass-destruction/"
"Poland leads a campaign whose ultimate goal is to destroy Russia","24.01.2020","https://euvsdisinfo.eu/report/poland-lead-a-campaign-whose-ultimate-goal-is-to-destroy-russia/"
"Migrant violence strikes the city of Stockholm; authorities ask not to worry","24.01.2020","https://euvsdisinfo.eu/report/migrant-violence-strikes-the-city-of-stockholm-authorities-ask-not-to-worry/"
"Poland, Ukraine, and the Baltic authorities associate themselves with Hitler","24.01.2020","https://euvsdisinfo.eu/report/poland-ukraine-and-the-baltic-authorities-associate-themselves-with-hitler-russophobia-and-anti-semitism-go-together/"
"China coronavirus was predicted by Nostradamus","24.01.2020","https://euvsdisinfo.eu/report/china-coronavirus-was-predicted-by-nostradamus/"
"Soros' ""Army of Grant Eaters"" is a threat to Armenian national security","24.01.2020","https://euvsdisinfo.eu/report/soros-is-advocating-for-lgbt-community-and-lobbying-same-sex-marriage/"
"Istanbul convention will drive Armenia on the brink of civil war","24.01.2020","https://euvsdisinfo.eu/report/istanbul-convention-will-become-a-national-catastrophe-for-armenia/"
"Soros invests in schools to destroy the national spirit","24.01.2020","https://euvsdisinfo.eu/report/soros-invests-in-schools-to-destroy-the-national-spirit/"
"LNR and DNR declared independence after the coup in Ukraine","24.01.2020","https://euvsdisinfo.eu/report/lnr-and-dnr-republics-declared-independence-after-the-coup-in-ukraine/"
"40% of Holocaust victims were Soviets","23.01.2020","https://euvsdisinfo.eu/report/40-of-holocaust-victims-were-soviets/"
"The new coronavirus is a US biological weapon","23.01.2020","https://euvsdisinfo.eu/report/the-new-corona-virus-is-a-us-biological-weapon/"
"Poland and Nazi Germany planned a military campaign against the Soviet Union and the final solution","23.01.2020","https://euvsdisinfo.eu/report/poland-and-nazi-germany-jointly-planned-a-military-campaign-against-the-soviet-union-as-well-as-the-final-solution-to-the-jewish-question/"
"“Russian threat” is an invention of the West and NATO in order to expand eastwards","23.01.2020","https://euvsdisinfo.eu/report/russian-threat-is-an-invention-of-the-west-and-nato-in-order-to-expand-eastward/"
"Poland does not want to know the truth about its past","22.01.2020","https://euvsdisinfo.eu/report/poland-does-not-want-to-know-the-truth-about-its-past-and-does-not-admit-guilt-in-complicity/"
"Climate change is not such a big concern for citizens","22.01.2020","https://euvsdisinfo.eu/report/climate-change-not-big-concern-citizens/"
"US and UK planned to destabilise the Caucasus through Islamists","22.01.2020","https://euvsdisinfo.eu/report/us-and-uk-planned-to-destabilise-caucasus-through-islamists/"
"Using Greta Thunberg is a PR stunt and political paedophilia","22.01.2020","https://euvsdisinfo.eu/report/using-greta-thunberg-at-major-forums-is-political-paedophilia/"
"Paedophiles are striving for European political arena","22.01.2020","https://euvsdisinfo.eu/report/pedophiles-are-striving-for-europes-political-arena/"
"There is no investigation and trials on Litvinenko and Skripals cases","22.01.2020","https://euvsdisinfo.eu/report/there-is-no-investigation-and-trials-on-litvininenko-and-skripals-cases/"
"Deutsche Welle is up to its neck in the information war","22.01.2020","https://euvsdisinfo.eu/report/deutsche-welle-information-war/"
"ECHR has become politicised","22.01.2020","https://euvsdisinfo.eu/report/echr-has-become-politicised/"
"Baltic states are under NATO occupation","22.01.2020","https://euvsdisinfo.eu/report/baltic-states-are-under-nato-occupation/"
"Reactionary circles of Western Europe had a deadly plan to inspire a war between Nazism and Bolshevism","22.01.2020","https://euvsdisinfo.eu/report/reactionary-circles-of-western-democracies-could-have-directly-supported-germany-in-its-war-with-the-ussr/"
"The US military intervention in Iraq in 2003 killed millions of Iraqi civilians","22.01.2020","https://euvsdisinfo.eu/report/the-us-military-intervention-in-iraq-in-2003-killed-millions-of-iraqi-civilians/"
"Warsaw rewriting WWII history for propaganda purposes","22.01.2020","https://euvsdisinfo.eu/report/warsaw-rewriting-wwii-history-for-propaganda-purposes/"
"A new Chinese coronavirus was likely elaborated in NATO biolabs","22.01.2020","https://euvsdisinfo.eu/report/a-new-chinese-coronavirus-was-likely-elaborated-in-nato-biolabs/"
"Over 80,000 people froze to death in the US during this winter","22.01.2020","https://euvsdisinfo.eu/report/over-80000-people-froze-to-death-in-the-us-during-this-winter/"
"""NATO-West"" can only make war","22.01.2020","https://euvsdisinfo.eu/report/nato-manoeuvre-defender-2020-is-directed-against-russia-the-nato-west-can-only-make-war/"
"Hungary, Lithuania and Poland distort their Holocaust past and claim only Germans were responsible","21.01.2020","https://euvsdisinfo.eu/report/hungary-lithuania-and-poland-distort-their-holocaust-past/"
"The West is trying to destroy Russia by destroying the very understanding of truth","21.01.2020","https://euvsdisinfo.eu/report/the-west-is-trying-to-destroy-russia-by-destroying-the-very-understanding-of-truth/"
"European Union justifies Nazism","21.01.2020","https://euvsdisinfo.eu/report/european-union-justifies-nazism/"
"Decommissioning of a powerful nuclear power plant destroyed economy of Lithuania","21.01.2020","https://euvsdisinfo.eu/report/closure-of-powerful-nuclear-power-plant-destroyed-economy-of-lithuania/"
"Only activeness of Jews in America prevents the European Parliament from blaming Jews for WW2","21.01.2020","https://euvsdisinfo.eu/report/only-activeness-of-jews-in-america-prevents-the-european-parliament-from-blaming-jews-for-ww2/"
"Russia's UN delegation proves OPCW doctored own report on Douma incident","21.01.2020","https://euvsdisinfo.eu/report/russias-un-delegation-proves-opcw-doctored-own-report-on-douma-incident/"
"Without all-Russian civilization Ukraine lost its sovereignty, now Belarus is under risk","21.01.2020","https://euvsdisinfo.eu/report/without-all-russian-civilization-ukraine-lost-its-sovereignty-now-belarus-is-under-risk/"
"Poland presents a different history of WWII and ignores facts presented by new documents","20.01.2020","https://euvsdisinfo.eu/report/poland-presents-a-different-history-of-ww2-and-ignores-facts/"
"Unirea political block will transform the Moldovan society into a fascist one","20.01.2020","https://euvsdisinfo.eu/report/the-declared-political-bloc-unireas-political-course-is-equal-to-the-transformation-of-the-moldovan-society-into-a-fascist-one/"
